track_id,artists,track_name,popularity
6oQ6511FBtTdyyGuVOblEF,MC Cabelinho;Pedro Lotto,POOL PARTY,51
3oD1CACono6Xj8t9ikOU19,MC Joãozinho VT;MC Marks;Mc Kako;Mc Kadu;Mc Kelvinho;MC Ryan SP;DJ BOY;Dj Victor,Vou de Juliet,50
6pk991Hvvwfb6A15zQKumu,MC Neguinho do Kaxeta,Inevitável / Cheiro Bom,51
3jUOrQ2uKek4CMgJEa4ihB,MC Hariel,Bica Na Canela,51
53DZTymdCwUwL9yJdqSLjR,Mc Davi,Tudo No Privê,50
1W9YxQnf8WL1Aw3n4ehIuS,MC Hariel;Lauana Prado,Profecia - Ao Vivo,51
36ndD0PrOlo8NYc4xmZBZe,MC Cabelinho;Dallass,PODER BÉLICO,50
5S9KnOMLC5vRckzbvzasEs,Hoobastank,The Reason,0
65qfqXncAHuQKC3PsRvUl4,Jão,Fim De Festa,53
1ABzvnkHLpLaIN7VlB00LJ,Kinky,Soun Tha Mi Primer Amor - Remastered,54
33rW1R255LIt4FrZso6rSm,Mc Kako;MC Joãozinho VT;MC Leozinho ZS;MC Neguinho do Kaxeta;Mc Kadu;DJ JR No Beat,Nóis é o Funk,51
7dTWdIfi4ywqquu0aJCrad,Tz da Coronel;Caio Passos,Vida de Rei,52
5pIXg8cywRwdTyFeVsWtht,Hoobastank,The Reason,1
2TpfIIAtMFi3ta7dncAT3o,MC Rhamon,Visão de Cria,50
4nwpxJireCHR0SSVYMoCl1,Mc Kevin,Vida de Artista,51
5jupXUgfjIUAxq7LE3EReW,Mc Souza;MC MENOR MT,Ela Faz Horrores Com a Xrc Dela X Cala a Boca,51
0zcISkfQxGkJHxpziO8fu6,James Brown,Smokin' & Drinkin',0
6BvxXU49ho2foOtgd4dgXb,MC Hariel,Espancando Recalque,51
0Q3u1U6aZno2QIC9Go10KA,Barry White,"Can't Get Enough Of Your Love, Babe",1
5w5Ffx0F8Hpf3jlQq2mVoZ,MC Joãozinho VT;Mc Kako;Mc Don Juan;MC Ryan SP;DJ BOY;DJ 900,Longe das Intrigas,52
7lhxbliD1eFzb5WWk0LZvO,Barry White,"Can't Get Enough Of Your Love, Babe",0
7AO8jwZqGfKckV14CuQMLC,Djay W;MC Marks;MC Ryan SP;MC Joãozinho VT;Mc Vitão Do Savoy,Set DJay W 6,52
3OEibyyCCt9NMNjVlu1ctf,Barry White,"Can't Get Enough Of Your Love, Babe",1
7hYd46C5iQqk2SkJk0uGB8,Al Green,Standing In The Rain,0
2DTJCl4QX9NZwF1dCLQkqr,Barry White,"You're The First, The Last, My Everything - Single Version",0
0CpD1QAw1DFevvlvjGkAO9,James Brown,Let's Make Christmas Mean Something This Year - Pts. 1 & 2,0
4AE7Lj39VnSZNOmGH2iZaq,2Pac,Do For Love,75
3Ga6eKrUFf12ouh9Yw3v2D,Anitta;J Balvin,Downtown,72
64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,Otherside,80
6tDxrq4FxEL2q15y37tXT9,2Pac,Dear Mama,72
1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Scar Tissue,79
1SWVDBtw6h3tm9OehOkDhv,Dr. Dre;Eminem;Xzibit,What's The Difference,75
2oaK4JLVnmRGIO9ytBE1bt,Red Hot Chili Peppers,Dark Necessities,74
3G8gF1ClzlQBV66fz6S6JB,Trilha Sonora do Gueto,Favela Sinistra,51
3CPror2JNhqGuS8AjaAoKu,Tasha & Tracie;Mu540;Febem;ONNiKA,Lui Lui,51
00Ofee5Bbfstz49RfSL0oM,Gloria Groove;Sorriso Maroto,TUA INDECISÃO,51
6adqtz7Gy38l5RZ48T2wJZ,Mc Kako;MC Marks;Pêpa Beatmaker,Muita Fé,50
3PsdLJLXrEni5DKuCZvvvU,Dj Tg Da Inestan;Mc Gw;DJ Ws da Igrejinha;Mc Morena;MC Fahah;MC Rkosta,Vai Ser Só no Fodi Fodi,50
20ZP3Om9DvDazXrNUC7WM2,Rudimental;Jess Glynne;Macklemore;Dan Caplen,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",69
1V84nWUcaKN1j3vYvxfd5t,Rick James;Teena Marie,Fire And Desire,0
1JQ1ylL2JEjC6Ib7IJgOvS,Mc Don Juan,Coração Amoleceu,50
4xnNJLKvpSw2fYBuoFqKx4,MC Paulin da Capital;Dj GM;DJ BUNE,Mil Motivos,49
3ZOTcjfTQVbNZ8Aywsz0g8,MC Joãozinho VT;MC Ryan SP;DJ BOY;DJ 900,Coração na Revoada,49
5jGQrDqkxAnsBcZJfvaQg0,Rick James,Super Freak,0
56bIULTF1ptLquBDUdVVGc,Mc Bruninho da Praia,Jovem Sonhador,50
6lsK7EZVkde4YFRvMp9vJh,Mc IG;MC Ryan SP,Vou de Lacoste 2,49
2w8OZpyOHhT0ykCqLfejQB,Commodores,Easy,1
3576G2Yxt4aDhlRBjamrOE,Commodores,Three Times A Lady,1
3i07qx4CchqLePCkP9WHzE,Mc Vitão Do Savoy;Mc Magal;Mc Neguin da VL;Mc Kadu;Salvador Da Rima;Dj Murillo e LT no Beat,Os 4 Cantos,49
0m2lsuKeOfZwulUmLiMl10,DJ BOY;MC Joãozinho VT;Mc Kako;MC Ryan SP;Mc Kadu;MC Cebezinho;Mc Kelvinho,Banho de Shopping,49
0uUgBV4rY00nkgG2PeIBuq,Sanchezz DJ;MC Meno Dani;DJ PANDISK;DJ GUSTAVO DA VS;DJ Jeeh FDC,MEGA FUNK VOLTEI PRA CACHORRADA X COCOTA FEIA PRA CARALHO (feat. DJ GUSTAVO DA VS & DJ Jeeh FDC),50
57zgzNUat2Z3OPLQREeEOe,MC Marks;Vulgo FK;Kawe;MC Caverinha;KayBlack,Eu Peço Paz,48
4nzbkdiJ0GzxNUhVFz43j4,Atitude 67,Casal Do Ano (Plutão) - Ao Vivo,51
3dJajkgfSOT6TUYdobJgbz,James Brown,Christmas In Heaven,0
1sIycj2RfpZbI4Msmgzlt8,Commodores,Sail On,0
5gyRdKCA86HTIavmgFRYHs,Mc Kevin,Navegando no Mar,49
5IT7XxS3ioreEHQ2QYvMvI,DJ Arana,EU SOU O MAGO: Á ORIGEM,50
4I2YBItd5io6ljzNTgvAcG,Mc Kadu;MC Rodolfinho;Dj Nene,Desenvolto 2,48
0LEsbrfyc3hIaj1uuGs7pc,George Benson,Give Me the Night (Single Version),0
0H1pXo2rOF0oVP1egktsuk,Mc Kevin;DJ Negret;Dj Luan MPC,Vida Longa,49
2nrTGa0tJjTypIjpavxMwW,Mc Tocha;Raphaela Santos,Não Vou Desistir,50
4BrvRsCZ1fY6NPJMtDKGFD,James Brown,Christmas Is Love,0
6MnQUdBP9yW2xcmHMCtcqN,James Brown,Get Up Offa That Thing,3
3nhWAoUvuEkj1wjZyEXd3R,James Brown,Signs Of Christmas,0
7iWku14DAw9BS3mftbVEeK,James Brown,Go Power At Christmas Time,0
0eo4fC0SupodlnCtQESLXz,James Brown,Soulful Christmas,0
4EXoyGeHXMoaxM4RthcM1g,James Brown,"Merry Christmas, I Love You",0
4dKwb1qsM2IMjE9MJ2k3tk,James Brown,Soulful Christmas,0
55ylf41631zamPuw4f2SLH,James Brown,Soulful Christmas,0
77y3PmFe7qRa2prWTYGw0w,Tz da Coronel;Vinta;CalliCartel,É o Trem! É o Trem!,51
7CRq6EqepmU0tCp21MFkeq,James Brown,Santa Claus Go Straight To The Ghetto,0
2vVVKj5p0Lb3Kc3Grs37Ls,James Brown,Santa Claus Go Straight To The Ghetto,0
0KssXd0eRu50VRoAukreZL,James Brown,Santa Claus Go Straight To The Ghetto,0
3fce7cgk4a8iYcPi2aWIam,James Brown,Santa Claus Go Straight To The Ghetto,0
7aoJALsQuyzF9KnkO7AwXf,James Brown;The Original J.B.s,"Get Up I Feel Like Being Like A Sex Machine, Pts. 1 & 2",1
0mvd1e01EQ5DuOELeypHKf,James Brown,Let's Make Christmas Mean Something This Year - Pts. 1 & 2,0
1ofhfV90EnYhEr7Un2fWiv,2Pac;Talent,Changes,73
7tqhbajSfrz2F7E1Z75ASX,Marvin Gaye;Tammi Terrell,Ain't No Mountain High Enough,82
745H5CctFr12Mo7cqa1BMH,The Temptations,My Girl,79
2GqCEJpzmD81AJ2H0Hyz5T,MC Kaique da VP,Taca a Xereca pra Mim,63
61dCUoMCg28qEBzrW6htYM,Clean Bandit;Jess Glynne,Rather Be (feat. Jess Glynne),72
142YjJNOuXjzeSDnB1ujw1,MC Levin,Sua amiga deu,58
1GW9HiviLL0kWgcKhzpfoE,Gaab;MC Hariel,Só Por Hoje,50
3G79AJm9H5lKnngSgBT21L,Mc Davi;Cynthia Luz;Felipe Flip;Pedro Lotto;Paiva Prod,Ela Tá Que Tá,48
44SoNflj7JIydOLCVoa9Vy,UCLÃ;Major RD;Sos,Bola de Haxixe,50
4geFAtUdYY2IG35eLVr5CY,Mc Davi,Surtada,47
5M8e1as5YJkh02XWaM2J5L,Rick James,Super Freak,3
0wXRCkT2AfVGS6E6ZtmGW3,ZAAC;Anitta;Tyga,Desce Pro Play (PA PA PA),0
5elz7Ovan3KbnsP7lEtoXe,MC Hariel;Mc Pedrinho,4M no Toque - Ao Vivo,48
5kmgSonmf5zfWs3nF7GBXz,Mc Lele JP,Determinação 2,48
3XsnWRMGM7gooBbdY6huSr,DJ Lg do Sf;GORDÃO DO PC;DJ 2K DO TAQUARIL;MC Garoto;Mc Leozin,Bebel,47
48zE1jY1K1oqjpD3G6UGfH,MC Cabelinho;Ajaxx,OUTRO PATAMAR,48
1D18MMOF1hNEurbJPv0QCH,Thiago Brava;Unha Pintada,Alô Polícia,50
7eL0pC73XR5EF940YEk79k,Kyan,Mandrake,50
1YpHyt9OaNL6Jk2F5pRyCm,Rick James,Super Freak,1
6Ue3Pam5yCOWSjvzuZNOQP,MC Joãozinho VT;DJ BOY,Liga e Me Chama,48
1qxWp3d99kXCi037AroSUr,Rick James,Super Freak,1
2byj1f7sfew1edzk5NrHoe,Rick James,Super Freak,0
0Sx5UZn7jHCNYypi6IDGGg,Dj Victor;DJ BOY;Mc Kadu;MC Joãozinho VT;Mc Ruzika;MC V7;Mc Dimenor Dr;MC Leozinho ZS,SET Dj Victor & Dj Boy,48
22LjfafJJbajmRvtsSTGcZ,KayBlack;MC Ryan SP;Nagalli;WEY,"Não É Conselho, É Visão",49
3mKmbi4o7JIIr6lc6lF4Md,MC Hariel;MC Ryan SP;DJ Luan Beat 7;MC Marks;Mc Kanhoto;Mc Magal;Chris Helv,Quantos Não Dava Nada,48
7ob56J7oycNWZP29dTVVPF,Mc Davi;Gaab;Mc Don Juan,Nada Vai Superar Você,48
7DCiOOtP3baRrHoSzlkNuj,Chaka Khan,I Feel for You,0
5ZGi5hOuP2XyRanflEVD2P,Mc PP da VS,Areia Branquinha,48
3t2LAmQsVGxY3MBlLao4oA,Mc Kevin,Roubou Meu Coração,48
4EO1KrWmRDAaj71pEtKCuC,Dj Victor;Mc Kadu;Mc Paiva ZS;MC G10,Patraozão,48
0ZVlFLp6Yl9nHhAcqMzmS9,Rick James,Give It To Me Baby,0
5Akb1w6HGjt4O7Ynha61gN,Mc Vzs;DJ Vilão,Medley Vale das Sombras,49
2CjmX9aRcnD1UKAkWPz0jf,Chaka Khan,Where Are You Tonite,0
2MzqaH1uZ31LcBKSX6aI7F,Four Tops,Little Drummer Boy,0
6cvDQENZlOeBkTBJl5yUdk,Extreme,More Than Words,0
7hke4o18WMJDxYpNkmYuYl,Extreme,More Than Words,1
1ZitTmSr7Qj4M6LPHnxI5c,Four Tops,Little Drummer Boy,0
6dL5J3pfax49nEyvqz0ZcU,Rick James,Super Freak,0
5XbjnXDZgLSLTfh1R8L7vM,Faith No More,Epic - Radio Edit,0
4xnI010evg5eWGhs953Gz9,GIULIA BE,menina solta,0
411ZgO67nKxR1lg44sYnlW,Simone & Simaria,Quando O Mel É Bom - Ao Vivo,51
50ScQSopF80pIkO3ZpWJri,Mc Kevin;Mc Don Juan,Cavalinho,48
3F8dSAI8l3euloq5a8EenB,Faith No More,Epic,0
3exrP8BsX7hx42k5WfLvQ6,Caio Passos;MC Ryan SP;Mc Davi;Mc Magal;MC PH;Mc Don Juan;Mc IG,To em Frente ao Mar,49
0SLjeqwh5iy8DZcaGNIaHJ,Faith No More,King for a Day,1
6EIVqF0OkgxR49LOohMsxM,Tz da Coronel;CalliCartel,Mdl City,49
6f0BCLXP3ZZYnl8TmaoWCd,The Supremes,Silver Bells - Stereo,0
2KXCPIak6A0jbTiMfoY4Sr,Mc Kevin;Dj Luan MPC;DJ Glenner,A Última,48
59mGCC08pYEwStwO3oTLfH,Faith No More,War Pigs,0
26OO9xqiEAxTO8pgugvQ56,Bloodhound Gang,The Bad Touch,0
4OoYfejHABzYe2mG8p5s8b,Clean Bandit;iann dior,Higher (feat. iann dior),63
54X78diSLoUDI3joC2bjMz,Prince,Purple Rain,75
1MTQHCpraD4S8g5PAFKzoj,Limp Bizkit,Behind Blue Eyes,74
2avKuMN2QXkaG9vvHa2JLt,Limp Bizkit,Take A Look Around,74
2wVQcA1YCuGL6EW0QbgVoV,Clean Bandit;A7S,Everything But You (feat. A7S),70
4horm0SEWe8kMxFjdf7Aab,Felp 22;Medellin;Sueth,Paranoia,49
4atuUpMdGfq9JeRI6OQxM7,Pk;Orochi;Felp 22;Adamovich;Marginal Supply;Medellin,Marginais Acústico #1,48
59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Killing In The Name,80
24LcL4sIAVmNkN4pj3HYKv,MC Hariel,Xt,48
5BVEbUAtYZAPciUbO5qDsQ,MC V7;MC Gui Gomes,Desisto Nunca,47
5VXWbvVZi2eCx6SSN4fZTU,Mc Lele JP;MC Vitinho Jóia;Aluado;Leo Square;ARTHNAMIX,Eu Sou Bom,47
51Zy1YbrexMVhGOWT9Eji4,KayBlack,Zoológico,47
4df3O7o8sTnW95Ow2OlUb3,MC Hariel;Lauana Prado,Profecia,48
1GmcAwGupJea9KVsSXRGEo,Chaka Khan,Ain't Nobody,0
7HIQSbV8s3wrXIj7NpP2iD,Mc Kevin;DJ Negret,A Favela Venceu,47
4XYxoxG8yKTA3gKihxOiIZ,Tz da Coronel;PL ATL,Carro Bicho,48
1COJdoqBNXXwEOkrO55517,Hyperanhas,Clima Diferente,49
5I9Wovsej8nbTaa0AMdneR,Four Tops,Reach Out I'll Be There - Single Version / Mono,1
422pKm3doR7R6EEGQTWlCC,Dj Victor;Mc PP da VS;Mc Ruzika;MC Ryan SP;Mc Kadu;MC Menor da VG;Mc Davi,Set Dj Victor 3.0,47
3w6tccnYbP5rrtBIDKErpP,Mc Lele JP;Lezin do Peri;DJ Gordinho,Solta o Foguete,47
3otJCDpdQrrH8R1Ik04enX,Chaka Khan,Any Old Sunday,0
1DDjP27UEP7avthMjxfOtU,Four Tops,Keeper Of The Castle,1
7zP88D5LLxtm5HXfcLwuDO,MC Neguinho do Kaxeta;Mc Huguinho,"Fé, Prego e Maderite",47
1qnCh4pnEt4Rd6DEePwS08,Four Tops,Have Yourself A Merry Little Christmas,0
1b0V8VyZD9XyyXYQG0lN5K,Four Tops,Have Yourself A Merry Little Christmas,0
0j4C1WMTpJpTwIYyquYDah,Four Tops;Aretha Franklin,Christmas Here With You,0
53qyJwZ8xbHr1DIOx45tGW,Chaka Khan,Ain't Nobody,0
5If7QGlDFeLgn5hHy0OZAE,The Supremes,Silver Bells - Stereo,1
3cdvpzOwafSUPewl5M2jZL,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",0
3MCVvyB0VJ06E0xqlN1aKb,Mc Vzs;Dj Chaves,Entra a Paz e a Guerra,48
16sVMC69olraqLc5i8shvO,The Supremes,Silver Bells - Stereo,0
4SyKGgAuNMgRXHgalKbA7R,The Supremes,My Favorite Things - Stereo,0
4BxHd0qZINzh99YC1Enwlh,The Supremes,Baby Love,0
4XWalzsKuGxujpmYN1JMvJ,The Supremes,Silver Bells - 2015 Mix,0
1YmavNGmgWmsLe6OZX6sJC,Dexter;Função;Mano Brown,Eu Sô Função,49
40wyy7YGcamBQI7lIASz5s,The Supremes,Silver Bells - Stereo,0
4t8FOtt2xPRrxlhiqW1sKz,The Supremes,Children's Christmas Song - Stereo,0
0aSXJqJQStp2UhSJYndLCz,The Supremes,Children's Christmas Song - Stereo,0
03Gkwcxnqw20G27uEvIxSM,The Supremes,Born Of Mary - Stereo,0
1G2foJrzF9F4PcLx1bpSmu,The Supremes,Little Bright Star - Stereo,0
4bmFTB79L8PUgBgNvXL3ra,The Supremes,Little Bright Star - Stereo,0
4Gswlf1lBeiLZ2xLjDUnf8,The Supremes,Little Bright Star - Stereo,0
5lbbKWBKV65RjUGOI8C4fd,The Supremes,My Favorite Things - Stereo,0
5EgFVmxJrYV6w3KyZGUa0x,The Supremes,Children's Christmas Song - Stereo,0
2lzFbwCJmKbDgwTSEJyEob,The Supremes,My Favorite Things - Stereo,0
550FeVqX2mcfBgriJPJRzz,The Supremes,My Favorite Things - Stereo,0
1VCZcKzxff1EmN8eNcFVZy,The Supremes,"If My Friends Could See Me Now/Nothing Can Stop Us Now/Once In A Lifetime - Medley/Live On The Ed Sullivan Show, February 15, 1970",0
5aJsZdmc9DKHPgN8P9uzvP,The Supremes,My Favorite Things - Stereo,0
52u5RRaWoi6S6X41aKNw85,The Supremes,"If My Friends Could See Me Now/Nothing Can Stop Us Now/Once In A Lifetime - Medley/Live On The Ed Sullivan Show, February 15, 1970",0
3psxuaMFjgmD2wFTUvBQ4J,The Supremes,"If My Friends Could See Me Now/Nothing Can Stop Us Now/Once In A Lifetime - Medley/Live On The Ed Sullivan Show, February 15, 1970",0
3koCCeSaVUyrRo3N2gHrd8,"Earth, Wind & Fire",Let's Groove,79
1dtTRXifeGC51adYy0902s,Yung Bae;bbno$;Billy Marchiafava,Bad Boy,62
7sKt5Y2zJpYw78iAxndB8y,2Pac;Rappin' 4-Tay,Only God Can Judge Me (ft. Rappin' 4-Tay),68
10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,Dani California,78
6eCmK3GQyFuTNWCJHsaF9d,Clean Bandit;Topic;Wes Nelson,Drive (feat. Wes Nelson),71
3FkeNbs9Zeiqkr3WkbOiGp,Anitta,Envolver,76
7qV64D06LiaAKbVEWhQG6v,DJ CARAI;DJ Luan Qr,Rave Low,48
6JSedYl1Y7I5Wax8A1UYM9,Mc Davi;MC Ryan SP;Gaab,Me Deixou Só (Acústico),46
1p4bk0gDn8ItJF182RwkMQ,DJ Cayoo,Mec Mec 2,47
5yreLfOR4dhJLOK8wZFlhX,Mc Davi;Mc Pedrinho;MC Kapela;DJ 900,Tic Tac,46
74kUWtzAk8ApDHOGkGNfT0,Mc Davi;Gaab,Cartão,47
4HDhnw6qYZNlQqLttbHHEa,LUDMILLA,Um Pôr do Sol na Praia,47
3ksFvNnc4Ci5bg8v98b1tD,Mc IG;Mc Kevin,Lembra,46
0H351Cn5b1uS4E4Cg1Jxb5,NAFTA,La Carta,48
1jjmqxL4LmMpjEqOQCAZfT,Salvador Da Rima;MC Ryan SP,Conto as Horas,47
2NlLOvYk5FWHT6NGurdzES,MC Marks,Passada Discreta,46
3dkXSYgqtNE3BlLendqGnU,2T;Chris Beats Zn;Tz da Coronel;SoudCrime,1.5.2007,49
6LpEuNjEwahUg1R2tYcuzw,MC PH;MC Menor da VG;Mc IG;MC Lugu;Mc lukinhas zkm;Mc Kelvinho;Mc Brisola;Mc Pedrinho,Baguncinha Chique,46
4PZ3p6D3GQcpiaFirr3VNW,MC PH;KayBlack;Mc Kevin,Maleta,46
2Db7e4OXyzQFjMC34RdCOj,Tasha & Tracie;Devasto Prod;Vinex,Cheat Code,48
6gzVD8bO9q9AgF2y7gOAyV,Flora Matos,FINGE QUE ME ODEIA,50
5P0jVJH9lPryyVX1pFqwXJ,Dj Viana;Dj Matheus Henrique,Barulho da cama,47
2G6M3FS6WpeRliynhEKruN,Mc Lipi,Play no Verão,47
15PW92VF2PYTODv1sHgXpD,MC Ryan SP;Dj Gabriel do Borel,Paraíso da Revoada,47
2RsbVYay3AwhTgOT5Hifsx,MC Rick;Dj Wesley Gonzaga,Tropa Do Cabelo Azul,47
0BefNxXD09wJy0pkerQQik,MC Ryan SP;Cynthia Luz;Pedro Lotto;Chris MC,Ciúmes,47
0jyk4jjgm4j1gUqMg4Z7Tw,Atitude 67,Dia X - Ao Vivo,49
5BP7nEs9ZwcQVF564vMTol,Kyan;Mu540,Tropa da Lacoste,48
14nJ7PTwypy8fbt7hbfQqB,DJ Blakes;Mc Magrinho;Delano,Beat Oriental,47
1yLPkvFr5p6hSGkpxB3Ufx,MC Paulin da Capital;Mumuzinho;MDB,Para E Pensa,46
2enk2whIgJyoe0O9HRQZJV,Avine Vinny;Jorge,Seu Beijo Joga Sujo,49
5J2SxIkVuMQq05ypE9Lnqt,Mc IG,Pela Marginal,47
1W0sYOma39HqEh4UO8Aq3i,Menor MC;DJ Matt D,Líquido Roxo,47
5o8OPxIhE4Qcq3fBb2yh03,MC Menor da VG,Fogo na Inveja,47
1F950jjYRddZh4gcJDKTYo,MC Hariel,Guindaste,46
0FyGl6PYFfojqfpqIybYv9,Mc Tikão;Djonga;JR ON;MC Cabelinho,A Favela Venceu,47
3CgbPnDAJxz43kjGs4NMZY,Mc Felipe Boladão,Bonde do Tony Country,47
36wWhtZyNc7YSGORYvLZ5X,Mc Kevin,Sentimento,46
5JXvoEZEgcU8In4etecfrh,MC Igão;MC Meno K;Dj Chulo,Que Saudade Que Eu To,48
7j0cTjB4Vk5MiRlp8IQB8x,P.O.D.,Youth of the Nation,0
0wKeObS2mudRny1hzoq8tu,ADL;Sant;Raillow;Froid,Favela Vive,48
4isHeZRxdYw7IgGvl8OPwq,Chancho En Piedra,Eligiendo Una Reina,50
2tWjvpYWAjhzwHsuuvC9gM,MC Rick,My Names Mc Rick,46
2HIMujBUlwl3TXK1BoAhxo,Tz da Coronel;CalliCartel,Show do Milhão,48
21yb68q7yxmUVDdMzp3kDu,Dj Tg Da Inestan;DJ PH DA SERRA;Dj Wesley Gonzaga;Dj Nattan;Dj Luizin;DJ João da Inestan,Meu Cotiadiano,47
3jgpYeMfESmyOUNxG2Iazo,Tz da Coronel;Vinta;CalliCartel,Braba da Coro,47
5QzmpS3dCwJRh4vpUgCi53,MC Ryan SP,Gordinho Bololô,47
6DaHEkkaHiAhRZVEFZOMJ8,P.O.D.,Alive - Chris Lord-Alge Mix,0
6y3vYl2F0OnUwmKxPF6TA1,DJ Arana,AUTOMOTIVO DAS PIRANHA - VEM COMER MINHA TCHECA - METE SA PORRA DIREITO,47
6yxIbucNXDmJxGMrbJRivA,MC Ryan SP;MC Joãozinho VT;Mc Davi;Mc Brisola;Mc Tovir;MC Leozinho ZS;Mc Kelvinho;Mc IG;MC Rick;Dfideliz,Bololô Veinho,47
2iH1dTkVI0pdFMSfLd4MaW,MC Ingryd;Mandragora,Vapo Vapo (Remix),60
4BggEwLhGfrbrl7JBhC8EC,Crazy Town,Butterfly,73
7q6lr1W6cmGWijl5kCv5RG,Eazy-E,Real Muthaphuckkin G's,50
1U8Ho1nOzKXYDvfigOuHG4,Dr. Dre;Snoop Dogg;Akon,Kush - Main,65
6Q4foUefrAyCt8VxJFML56,MC Kevinho,Olha A Explosão,70
7rUchbZxrhF29Q0vYjKEU0,2Pac,Can't C Me,70
5e3YOg6fIkP0wD5TyxcHOH,Living Colour,Cult of Personality,68
0bRXwKfigvpKZUurwqAlEh,Bill Withers,Lovely Day,76
0YeLqMwKztVZ1MIZ4oYW4e,The Spencer Lee Band,The Wolf,51
4toR6ifoBYPiQSRPNsXhZY,MC Cabelinho,Zona Sul,46
2pGC8RQhmhFbZ6Fl5olWHZ,Clean Bandit;Anne-Marie,Rockabye (feat. Anne-Marie) - Recorded at Spotify Studios NYC,52
39j20xZOFShJyJmxIN1bRg,Mc Davi,Porsche Laranja,46
4QX6kQ5616qedOdz8zrpYj,MC Luan da BS;Delano,Tiffany,46
0BFtrq3fyv1kRcId4o18mK,Xamã;Bagua Records;Neo Beats,Um Drink no Inferno,48
1XJ6t3ttcwadtvx5Eoold9,MC Paulin da Capital;MC Lemos,Tiger Triumph,46
7c8G1aVO7PdNu5Vr5Y3jh8,Mc Magal;MC Hariel;MC Neguinho do Kaxeta,Universo em Crise,45
3DQB2U5mrevogzSTMJjwHX,Mc Kanhoto;MC Cebezinho;Mc Kadu,Colômbia,46
34cmEDq5SNUTBwELbIiDeh,CHIC,A Warm Summer Night,0
1fksdx1HllkoGuCo8lokIr,Pregador Luo;Trazendo a Arca,Já Posso Suportar,48
50rPuH2ycZ8TqREI6gOzIW,MC Meno K;DJ Gbeats,Camisa do Brasil,45
4UympsZgnf2To9Guid2Gwn,DJ Ghost Floripa,Toma! Mega Rave,46
1kzD9eY2jumB7eSRdlJE9f,mc jhenny;DJ Ruan da VK;Rafael Foxx;IURY FERNANDES,TROPA DA MAINSTREET SO TEM MALVADAO,22
0u2zCx7hFrrVN2513zFCZq,Mc Bruninho da Praia;Mc Kadu;Danielzinho Grau;MC GP;Mc IG,Set Ta Jogado Pretao,46
64XhWxwgpjs4OtTgOlBfZt,DJ Arthur ZL,MONTAGEM COCOTA FEIA PRA CARALHO,47
6QRTLTLtIoJsJTA5wH7Ya8,MC Cabelinho;Dj Juninho da Espanha;Ariel Donato,Maré,46
4UWCqKIWKAmdahy3X4xDkA,Kyan;Mu540,Trap de Cria,48
3MDve8fTNpGOGdhZ7wvMdf,Salvador Da Rima;Menor MC;Caio Passos,Carro Chefe da Leste,46
0PvGGrDNh1wD7Z84ZbP70X,DJ Ghost Floripa,Mega Funk Reload Vuk Vuk,46
5x2STIzWAYohcaKuxohIGa,Atitude 67,Vou Te Escrever Um Rap - Ao Vivo,48
5pdr2j2EGUed6kAh3ZmJdC,Curtis Mayfield,The Makings of You,0
5ep36BTpB6EzmwswU2vPJl,Tasha & Tracie;CESRV,Rouff,48
77bKxn55OHxK3c6OzhEeYg,Djay W;Mc IG;Mc Magal;Mc Lele JP;Mc Capelinha,Set Djay W 4,46
0qQ2C3H8rZSYFhF1dZfnIi,Dj Arthur Almeida,MEGA FUNK - TU TAVA NA REVOADA,46
4LYP6dEdWXPMljbHErFC9c,Mc Kadu;DJ Faveliano,B.I.G.O.D.E,45
7BDUp8HkPLNajJskjr4Rml,Mc Kako,Sonha Menor,46
60an8Fb1pH1MniTxTlo2l9,Mc Bruninho da Praia;Mc Kadu;MC GP;Mc Lele JP,Bloco do Carro Chefe,46
4osjIuJmxVYQN7YCtuWaPB,Curtis Mayfield,Keep on Trippin',0
6suU440DRXoxpLNKWf46XJ,Realidade Cruel,O Resgate,48
49WyRJd7l5RRz57SorxBFa,MC Cebezinho,Mil Motivos,46
4y4QE9HvY6vyEva4ctibAh,Curtis Mayfield,Make Me Believe in You,0
7CWUILBsN6As4Atvzz57Rx,Pacificadores;Paulo Pires;ÉaBest,Minha Flor,47
22qzLnVq7so9wQK0bxWc6v,Atitude 67,A Gente Se Pá - Ao Vivo,48
6kLC6dq44QyIlHGdVM6Lb7,Atitude 67;Tássia Holsbach,Desarrumar - Ao Vivo,48
2Lv8YAE0aVRaa4oBqPstSN,DJ KS SHEIK,AVENTURA NA IGREJINHA OO2,47
6a6hIUCbzYNQgxGFae2iBX,XANDDY HARMONIA,Vem Neném (Ao Vivo),48
3RIocixkIDei7AF3roZIPA,The Emotions,What Do The Lonely Do At Christmas?,1
61a7QY8DC9rwybJU33zaYj,MC Cabelinho;Dj Juninho da Espanha;Ariel Donato,Agradecer,46
5i9QdbynB94VNGEY0Tll0G,Mc Kelvinho;Caio Passos,Pokas ideia 777*,46
